ID,gene_x,J,J cut-point,J sensitivity,J specificity,J F1,CZ,CZ cut-point,CZ sensitivity,CZ specificity,CZ F1,ER,ER cut-point,ER sensitivity,ER specificity,ER F1,UI,UI cut-point,UI sensitivity,UI specificity,UI F1,AUC,t_dbeta_avg,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene_y,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg07273304,ANXA13,0.388057308,0.06,0.922110553,0.765957447,0.836811603,0.481610179,0.06,0.922110553,0.765957447,0.836811603,0.43286039,0.06,0.922110553,0.765957447,0.836811603,0.245536192,0.07,0.922110553,0.765957447,0.836811603,0.570512135,0.055079556,0.055079556,0.850426702,6.01388733,2.64E-09,8.35E-09,9.907197272,0.801164537,0.856244093,0.055079556,8,124693755,F,II,ANXA13,Body,opensea,Body-opensea,,,TRUE,,,
cg16697620,HCRTR1,0.474179408,0.09,0.77638191,0.829787234,0.802196705,0.53031113,0.09,0.77638191,0.829787234,0.802196705,0.396096469,0.08,0.77638191,0.829787234,0.802196705,0.122474072,0.07,0.77638191,0.829787234,0.802196705,0.623409601,0.050550462,0.050550462,0.566148576,2.937021852,0.003399308,0.005187044,-3.518696727,0.520937151,0.571487613,0.050550462,1,32092196,R,II,HCRTR1,Body,opensea,Body-opensea,,,TRUE,,,
cg06160606,PDE4B,0.468138565,0.09,0.891959799,0.744680851,0.811693614,0.53603122,0.09,0.891959799,0.744680851,0.811693614,0.383524805,0.09,0.891959799,0.744680851,0.811693614,0.056826687,0.08,0.891959799,0.744680851,0.811693614,0.678846359,-0.066020833,-0.066020833,0.713217146,-3.247612504,0.001207366,0.001963903,-2.568981727,0.772264992,0.706244159,-0.066020833,1,66831593,R,II,PDE4B,Body,opensea,Body-opensea,,,TRUE,,,
cg07367735,MGMT,0.256227948,0.01,0.74120603,0.957446809,0.835562549,0.391745964,0.01,0.74120603,0.957446809,0.835562549,0.531188134,0.01,0.74120603,0.957446809,0.835562549,0.879396985,0.04,0.74120603,0.957446809,0.835562549,0.128060515,-0.023460814,-0.023460814,0.942274367,-2.941488193,0.003351142,0.005118441,-3.505701957,0.963257297,0.939796483,-0.023460814,10,131559682,R,II,MGMT,Body,opensea,Body-opensea,,,,,,
cg16866892,CACNA1C,0.46749706,0.03,0.83919598,0.85106383,0.845088241,0.494493745,0.02,0.83919598,0.85106383,0.845088241,0.428425827,0.02,0.83919598,0.85106383,0.845088241,0.620014968,0.01,0.83919598,0.85106383,0.845088241,0.326633166,-0.098301017,-0.098301017,0.852320777,-6.003508669,2.81E-09,8.86E-09,9.847301905,0.94023944,0.841938423,-0.098301017,12,2761495,R,II,CACNA1C,Body,opensea,Body-opensea,,,,,,
cg25008504,KIF26B,0.322089169,0.15,0.701005025,0.936170213,0.801697959,0.41430557,0.09,0.701005025,0.936170213,0.801697959,0.504151643,0.09,0.701005025,0.936170213,0.801697959,0.049556292,0.09,0.701005025,0.936170213,0.801697959,0.668635732,-0.059306277,-0.059306277,0.551632902,-2.942572377,0.003339544,0.005102043,-3.502544615,0.604675371,0.545369093,-0.059306277,1,245673602,F,II,KIF26B,Body,opensea,Body-opensea,,,TRUE,,,
cg09484303,TRIO,0.246872661,0.01,0.899497487,0.872340426,0.885710838,0.346092163,0.01,0.899497487,0.872340426,0.885710838,0.607257594,0.01,0.899497487,0.872340426,0.885710838,0.937239388,0.02,0.899497487,0.872340426,0.885710838,0.030204213,0.003920274,0.003920274,0.975062527,3.241337305,0.001233942,0.002004398,-2.58909292,0.971556304,0.975476578,0.003920274,5,14498661,R,II,TRIO,Body,opensea,Body-opensea,,,,,,
cg16848937,GLI3,0.398321394,0.19,0.884422111,0.914893617,0.899399846,0.448251898,0.15,0.884422111,0.914893617,0.899399846,0.478358038,0.13,0.884422111,0.914893617,0.899399846,0.05271036,0.12,0.884422111,0.914893617,0.899399846,0.636827756,-0.066141898,-0.066141898,0.575581446,-3.257941044,0.001164774,0.001898697,-2.535797396,0.63473757,0.568595672,-0.066141898,7,42195875,R,II,GLI3,Body,opensea,Body-opensea,,,TRUE,,,
cg03107179,RPS6KA2,0.187586871,0.02,0.783919598,0.85106383,0.816113,0.28033786,0.01,0.783919598,0.85106383,0.816113,0.665729945,0.01,0.783919598,0.85106383,0.816113,0.666898321,0.01,0.783919598,0.85106383,0.816113,0.197663851,-0.028070957,-0.028070957,0.934367336,-2.945077203,0.003312889,0.005063578,-3.495245738,0.959473495,0.931402538,-0.028070957,6,167065376,R,II,RPS6KA2,Body,opensea,Body-opensea,,,,,,
cg15116918,RPTOR,0.289906982,0.05,0.912060302,0.85106383,0.880506959,0.409280445,0.04,0.912060302,0.85106383,0.880506959,0.509929825,0.04,0.912060302,0.85106383,0.880506959,0.272479418,0.04,0.912060302,0.85106383,0.880506959,0.503929221,0.024038318,0.024038318,0.893669159,3.240544811,0.001237337,0.002009632,-2.59163006,0.87216972,0.896208038,0.024038318,17,78669552,R,II,RPTOR,Body,opensea,Body-opensea,,,TRUE,,,
cg26017874,REG4,0.226077194,0.11,0.876884422,0.765957447,0.817675962,0.371217791,0.11,0.876884422,0.765957447,0.817675962,0.555585561,0.11,0.876884422,0.765957447,0.817675962,0.052336149,0.1,0.876884422,0.765957447,0.817675962,0.594675505,0.075121239,0.075121239,0.79569523,5.997346121,2.91E-09,9.17E-09,9.811782906,0.728508144,0.803629383,0.075121239,1,120337793,R,II,REG4,Body,opensea,Body-opensea,,,TRUE,,,
cg21961506,MPHOSPH8,0.234790976,0.01,0.922110553,0.723404255,0.810759884,0.373997648,0.01,0.922110553,0.723404255,0.810759884,0.554194467,0.01,0.922110553,0.723404255,0.810759884,0.90201005,0.04,0.922110553,0.723404255,0.810759884,0.103202181,-0.007501327,-0.007501327,0.950221775,-3.238649978,0.001245488,0.002022057,-2.597693836,0.956930827,0.949429499,-0.007501327,13,20235918,F,I,MPHOSPH8,Body,opensea,Body-opensea,,,,,,
cg27306787,TXNRD2,0.346038704,0.03,0.896984925,0.723404255,0.800897364,0.423393564,0.02,0.896984925,0.723404255,0.800897364,0.494149929,0.02,0.896984925,0.723404255,0.800897364,0.469956164,0.01,0.896984925,0.723404255,0.800897364,0.373997648,0.036633224,0.036633224,0.103361319,3.238038418,0.00124813,0.002026012,-2.599650189,0.070597222,0.107230446,0.036633224,22,19879176,F,I,TXNRD2,Body,opensea,Body-opensea,,,TRUE,,,
cg09443553,ATG5,0.258419758,0.01,0.93718593,0.765957447,0.842964311,0.377205175,0.01,0.93718593,0.765957447,0.842964311,0.558901084,0.01,0.93718593,0.765957447,0.842964311,0.917085427,0.07,0.93718593,0.765957447,0.842964311,0.083796643,-0.014643232,-0.014643232,0.96328146,-3.331078357,0.000900744,0.001491501,-2.297874101,0.976378104,0.961734872,-0.014643232,6,106702170,R,II,ATG5,Body,opensea,Body-opensea,,,TRUE,,,
cg19370222,TEAD4,0.111515022,0.02,0.884422111,0.744680851,0.808558115,0.273174383,0.02,0.884422111,0.744680851,0.808558115,0.682705526,0.02,0.884422111,0.744680851,0.808558115,0.563241741,0.01,0.884422111,0.744680851,0.808558115,0.231476532,-0.00992476,-0.00992476,0.893722899,-3.198899086,0.001428366,0.002298982,-2.724104448,0.902599426,0.892674666,-0.00992476,12,3122553,R,II,TEAD4,Body,opensea,Body-opensea,,,TRUE,,,
cg22678065,GPBAR1,0.117662782,0.02,0.909547739,0.723404255,0.805866562,0.299743398,0.02,0.909547739,0.723404255,0.805866562,0.643706249,0.02,0.909547739,0.723404255,0.805866562,0.394311985,0.03,0.909547739,0.723404255,0.805866562,0.35499305,0.013539089,0.013539089,0.938826476,3.236155342,0.001256295,0.002038614,-2.6056718,0.926717359,0.940256447,0.013539089,2,219128083,R,I,GPBAR1,Body,opensea,Body-opensea,,,,,,
cg22443212,RNF213,0.387255426,0.18,0.876884422,0.765957447,0.817675962,0.469581952,0.13,0.876884422,0.765957447,0.817675962,0.452210524,0.13,0.876884422,0.765957447,0.817675962,0.032556399,0.11,0.876884422,0.765957447,0.817675962,0.662621619,0.151433592,0.151433592,0.410558367,5.96613304,3.50E-09,1.09E-08,9.632397306,0.275118885,0.426552477,0.151433592,17,78253912,R,II,RNF213,Body,opensea,Body-opensea,,TRUE,TRUE,,,rs79437938
cg09608412,PTPRN2,0.489415161,0.04,0.859296482,0.765957447,0.809946714,0.55051855,0.04,0.859296482,0.765957447,0.809946714,0.372142579,0.04,0.859296482,0.765957447,0.809946714,0.332246338,0.03,0.859296482,0.765957447,0.809946714,0.52680958,-0.114107307,-0.114107307,0.774765139,-5.947052566,3.92E-09,1.22E-08,9.523164827,0.876820663,0.762713356,-0.114107307,7,157513205,F,I,PTPRN2,Body,opensea,Body-opensea,,,,,,
cg15867698,ACTN1,0.135838768,0.18,0.804020101,0.893617021,0.846454213,0.300866032,0.09,0.804020101,0.893617021,0.846454213,0.639079408,0.09,0.804020101,0.893617021,0.846454213,0.097241527,0.08,0.804020101,0.893617021,0.846454213,0.498823907,-0.0449758,-0.0449758,0.7301825,-2.962263603,0.003135173,0.004807362,-3.445001623,0.770408047,0.725432247,-0.0449758,14,69438267,R,II,ACTN1,Body,opensea,Body-opensea,,,TRUE,,,
cg15799605,MYO1D,0.456431092,0.04,0.899497487,0.765957447,0.827373692,0.502940233,0.04,0.899497487,0.765957447,0.827373692,0.449943191,0.04,0.899497487,0.765957447,0.827373692,0.266759329,0.02,0.899497487,0.765957447,0.827373692,0.508874158,-0.077893596,-0.077893596,0.817533033,-5.946946961,3.92E-09,1.22E-08,9.522561158,0.887199665,0.809306069,-0.077893596,17,30948425,R,II,MYO1D,Body,opensea,Body-opensea,,,TRUE,,,
cg00972313,ADARB2,0.300812574,0.12,0.942211055,0.723404255,0.818435665,0.390569871,0.06,0.942211055,0.723404255,0.818435665,0.53422401,0.07,0.942211055,0.723404255,0.818435665,0.01229552,0.08,0.942211055,0.723404255,0.818435665,0.606864108,0.053253391,0.053253391,0.520424679,3.329419991,0.000906058,0.001499809,-2.303326035,0.472795803,0.526049194,0.053253391,10,1531243,F,I,ADARB2,Body,opensea,Body-opensea,,,,,rs12777506,
cg15462736,RASAL2,0.59360633,0.07,0.924623116,0.723404255,0.811729596,0.633807335,0.07,0.924623116,0.723404255,0.811729596,0.290978711,0.06,0.924623116,0.723404255,0.811729596,0.349246231,0.04,0.924623116,0.723404255,0.811729596,0.589249439,0.04569759,0.04569759,0.806028589,3.309359578,0.000972685,0.001602976,-2.369065529,0.765157486,0.810855076,0.04569759,1,178341865,F,II,RASAL2,Body,opensea,Body-opensea,,,TRUE,,,
cg04747996,PPM1L,0.561798353,0.02,0.93718593,0.70212766,0.8028045,0.58569443,0.02,0.93718593,0.70212766,0.8028045,0.379774316,0.02,0.93718593,0.70212766,0.8028045,0.771356784,0.08,0.93718593,0.70212766,0.8028045,0.230140062,-0.061728929,-0.061728929,0.889905304,-6.040622967,2.25E-09,7.17E-09,10.061928,0.945114548,0.88338562,-0.061728929,3,160546500,R,II,PPM1L,Body,opensea,Body-opensea,,,TRUE,,,
cg05901114,PARD3,0.403506896,0.03,0.809045226,0.872340426,0.839501463,0.483053566,0.02,0.809045226,0.872340426,0.839501463,0.437256134,0.02,0.809045226,0.872340426,0.839501463,0.43980541,0.01,0.809045226,0.872340426,0.839501463,0.404415695,-0.021473924,-0.021473924,0.898934791,-2.918576782,0.003604986,0.005481143,-3.5721573,0.918140682,0.896666758,-0.021473924,10,34874129,R,II,PARD3,Body,opensea,Body-opensea,,,TRUE,,,
cg06540283,MAP6,0.214690474,0.01,0.886934673,0.808510638,0.845908876,0.359884529,0.01,0.886934673,0.808510638,0.845908876,0.571246831,0.01,0.886934673,0.808510638,0.845908876,0.929648241,0.04,0.886934673,0.808510638,0.845908876,0.102854699,-0.013851949,-0.013851949,0.940707622,-3.294283797,0.001025718,0.001684977,-2.418214892,0.953096556,0.939244607,-0.013851949,11,75337235,F,II,MAP6,Body,opensea,Body-opensea,,,TRUE,,,
cg11614198,MYBPC3,0.229445098,0.01,0.726130653,0.936170213,0.817880688,0.348123597,0.01,0.726130653,0.936170213,0.817880688,0.59699067,0.01,0.726130653,0.936170213,0.817880688,0.962311558,0.03,0.726130653,0.936170213,0.817880688,0.05797605,-0.004169841,-0.004169841,0.947290387,-2.220446519,0.026639859,0.03558431,-5.351648761,0.951019817,0.946849977,-0.004169841,11,47364636,F,I,MYBPC3,Body,opensea,Body-opensea,,,,,,
cg24677220,MAPT,0.278520261,0.02,0.778894472,0.829787234,0.803535823,0.392601304,0.02,0.778894472,0.829787234,0.803535823,0.54071335,0.02,0.778894472,0.829787234,0.803535823,0.657970705,0.03,0.778894472,0.829787234,0.803535823,0.263551802,-0.011225915,-0.011225915,0.902179089,-2.340673468,0.019469192,0.026543132,-5.079196698,0.912219346,0.90099343,-0.011225915,17,44075684,F,I,MAPT,Body,opensea,Body-opensea,,,,,,
cg07696842,CHST11,0.26932535,0.21,0.917085427,0.893617021,0.905199138,0.348177055,0.2,0.917085427,0.893617021,0.905199138,0.594545669,0.16,0.917085427,0.893617021,0.905199138,0.03426708,0.15,0.917085427,0.893617021,0.905199138,0.570191382,0.069785222,0.069785222,0.423698918,3.289566716,0.001042854,0.001711558,-2.433548322,0.361284269,0.431069492,0.069785222,12,105089508,R,II,CHST11,Body,opensea,Body-opensea,,,TRUE,,,
cg13946956,DMRT1,0.781407035,0.1,0.889447236,0.744680851,0.810651662,0.784240351,0.08,0.889447236,0.744680851,0.810651662,0.177689469,0.07,0.889447236,0.744680851,0.810651662,0.157703411,0.05,0.889447236,0.744680851,0.810651662,0.736956057,-0.257314052,-0.257314052,0.60396294,-14.00386738,2.07E-40,5.15E-39,80.7396018,0.834100002,0.57678595,-0.257314052,9,899635,R,II,DMRT1,Body,opensea,Body-opensea,,,TRUE,,,
cg06377635,GAS7,0.325243237,0.1,0.844221106,0.765957447,0.803187251,0.437506682,0.1,0.844221106,0.765957447,0.803187251,0.480385053,0.1,0.844221106,0.765957447,0.803187251,0.156206565,0.08,0.844221106,0.765957447,0.803187251,0.551507538,-0.048717829,-0.048717829,0.289505498,-2.738706511,0.006291492,0.00923597,-4.076147549,0.333077848,0.284360019,-0.048717829,17,9862924,F,II,GAS7,Body,opensea,Body-opensea,,TRUE,,,,
cg03649497,CACNA1G,0.730300438,0.05,0.864321608,0.744680851,0.80005316,0.747674543,0.05,0.864321608,0.744680851,0.80005316,0.194909324,0.05,0.864321608,0.744680851,0.80005316,0.207954667,0.04,0.864321608,0.744680851,0.80005316,0.743077088,-0.172224969,-0.172224969,0.737893749,-12.74822903,2.62E-34,4.60E-33,66.77299346,0.891928665,0.719703696,-0.172224969,17,48662783,F,II,CACNA1G,Body,opensea,Body-opensea,,,TRUE,,,
cg02021606,SIK1,0.201005025,0.05,0.904522613,0.872340426,0.888140081,0.321073452,0.02,0.904522613,0.872340426,0.888140081,0.619084766,0.02,0.904522613,0.872340426,0.888140081,0.40815781,0.01,0.904522613,0.872340426,0.888140081,0.332647279,0.037086566,0.037086566,0.093067888,3.295250914,0.001022237,0.001679559,-2.415068515,0.05989833,0.096984896,0.037086566,21,44845925,F,I,SIK1,Body,opensea,Body-opensea,,,,high-CpG:43670348-43670419,,
cg07591885,LAMB3,0.754249973,0.04,0.781407035,0.829787234,0.804870765,0.76932535,0.04,0.781407035,0.829787234,0.804870765,0.173903197,0.04,0.781407035,0.829787234,0.804870765,0.370790121,0.16,0.781407035,0.829787234,0.804870765,0.638725543,-0.250534341,-0.250534341,0.651686379,-12.31890796,2.62E-32,4.08E-31,62.20369535,0.87575979,0.625225449,-0.250534341,1,209793473,F,II,LAMB3,Body,opensea,Body-opensea,,,TRUE,,,
cg19337279,MPL,0.26579707,0.01,0.683417085,0.978723404,0.804837257,0.369720945,0.01,0.683417085,0.978723404,0.804837257,0.575505163,0.01,0.683417085,0.978723404,0.804837257,0.964182615,0.03,0.683417085,0.978723404,0.804837257,0.055597135,-0.005284858,-0.005284858,0.950263172,-2.792950789,0.005335111,0.007914892,-3.927472545,0.954989855,0.949704996,-0.005284858,1,43804317,F,II,MPL,Body,opensea,Body-opensea,,,,,rs12731981,
cg05661459,SLC35F2,0.183577462,0.03,0.670854271,1,0.803007519,0.311771624,0.01,0.670854271,1,0.803007519,0.625415082,0.01,0.670854271,1,0.803007519,0.729445098,0.01,0.670854271,1,0.803007519,0.195872982,-0.020695101,-0.020695101,0.936794919,-2.819131777,0.004922338,0.007338887,-3.854689463,0.955304244,0.934609144,-0.020695101,11,107719589,F,II,SLC35F2,Body,opensea,Body-opensea,,,TRUE,,,
cg08845025,TNXB,0.182668662,0.07,0.708542714,0.957446809,0.814401232,0.346145622,0.07,0.708542714,0.957446809,0.814401232,0.584017634,0.07,0.708542714,0.957446809,0.814401232,0.168020956,0.1,0.708542714,0.957446809,0.814401232,0.471399551,-0.050225166,-0.050225166,0.621066847,-2.824782379,0.004837139,0.007218882,-3.838893282,0.665987332,0.615762166,-0.050225166,6,32019363,F,II,TNXB,Body,opensea,Body-opensea,,,,,rs72842457,
cg13799462,VPS52,0.269646103,0.01,0.67839196,0.978723404,0.801342022,0.379771196,0.01,0.67839196,0.978723404,0.801342022,0.559612927,0.01,0.67839196,0.978723404,0.801342022,0.952261307,0.03,0.67839196,0.978723404,0.801342022,0.061317224,0.004466615,0.004466615,0.947875206,2.851058894,0.004458236,0.006686798,-3.765029571,0.943880346,0.948346961,0.004466615,6,33234467,F,II,VPS52,Body,opensea,Body-opensea,,,,,,
cg16879936,PMP22,0.341868919,0.02,0.804020101,0.872340426,0.83678806,0.402544638,0.01,0.804020101,0.872340426,0.83678806,0.516957869,0.01,0.804020101,0.872340426,0.83678806,0.831658291,0.04,0.804020101,0.872340426,0.83678806,0.175398268,-0.018170374,-0.018170374,0.938407523,-3.273912945,0.001101641,0.001802275,-2.484279097,0.954658779,0.936488404,-0.018170374,17,15134351,R,II,PMP22,Body,opensea,Body-opensea,,,,,,
cg27546699,FBXW4,0.549556292,0.08,0.836683417,0.85106383,0.843812359,0.59446167,0.08,0.836683417,0.85106383,0.843812359,0.33628675,0.08,0.836683417,0.85106383,0.843812359,0.107505613,0.06,0.836683417,0.85106383,0.843812359,0.690527104,0.101806674,0.101806674,0.817875929,11.72196309,1.31E-29,1.74E-28,56.03627819,0.726821869,0.828628544,0.101806674,10,103404026,R,II,FBXW4,Body,opensea,Body-opensea,,,TRUE,,,
cg15705810,FMNL2,0.264407142,0.05,0.738693467,0.893617021,0.808803301,0.38490324,0.05,0.738693467,0.893617021,0.808803301,0.547818088,0.05,0.738693467,0.893617021,0.808803301,0.072008981,0.06,0.738693467,0.893617021,0.808803301,0.54394312,0.028692523,0.028692523,0.913139771,2.8715688,0.004181433,0.006297743,-3.706909294,0.887477694,0.916170218,0.028692523,2,153357492,R,II,FMNL2,Body,opensea,Body-opensea,,,TRUE,,,
cg10574283,ARID1B,0.314177269,0.03,0.874371859,0.85106383,0.862560416,0.431412381,0.03,0.874371859,0.85106383,0.862560416,0.485677459,0.03,0.874371859,0.85106383,0.862560416,0.250561317,0.04,0.874371859,0.85106383,0.862560416,0.530391318,-0.029807332,-0.029807332,0.775490039,-3.269879276,0.001117279,0.001826097,-2.497313148,0.80214918,0.772341849,-0.029807332,6,157110510,F,II,ARID1B,Body,opensea,Body-opensea,,,TRUE,,,
cg06952310,NCAN,0.599326419,0.14,0.793969849,0.808510638,0.801174273,0.62653694,0.1,0.793969849,0.808510638,0.801174273,0.302956264,0.1,0.793969849,0.808510638,0.801174273,0.060996472,0.09,0.793969849,0.808510638,0.801174273,0.748797177,-0.187772362,-0.187772362,0.554264913,-11.22795296,1.89E-27,2.21E-26,51.1025721,0.722205139,0.534432776,-0.187772362,19,19327990,F,II,NCAN,Body,opensea,Body-opensea,,,,,,
cg27549186,TIMP2,0.415695499,0.11,0.934673367,0.744680851,0.828929777,0.501015717,0.11,0.934673367,0.744680851,0.828929777,0.41324486,0.11,0.934673367,0.744680851,0.828929777,0.0237357,0.12,0.934673367,0.744680851,0.828929777,0.684673367,-0.082023964,-0.082023964,0.509680698,-3.266124976,0.001132018,0.001848717,-2.509430374,0.583041457,0.501017493,-0.082023964,17,76858248,R,II,TIMP2,Body,opensea,Body-opensea,,TRUE,TRUE,,,
cg20436533,CDK15,0.163316583,0.08,0.701005025,0.978723404,0.816905891,0.298941516,0.02,0.701005025,0.978723404,0.816905891,0.64136225,0.02,0.701005025,0.978723404,0.816905891,0.433390356,0.03,0.701005025,0.978723404,0.816905891,0.323479098,-0.022322436,-0.022322436,0.883923486,-2.873615895,0.004154681,0.006260419,-3.701085858,0.903888272,0.881565835,-0.022322436,2,202746623,R,II,CDK15,Body,opensea,Body-opensea,,,TRUE,,,
cg24829778,PAX3,0.735325564,0.05,0.771356784,0.872340426,0.818746544,0.752165081,0.05,0.771356784,0.872340426,0.818746544,0.190718441,0.05,0.771356784,0.872340426,0.818746544,0.180690687,0.07,0.771356784,0.872340426,0.818746544,0.749011013,-0.219141685,-0.219141685,0.690473872,-11.08316667,7.88E-27,8.88E-26,49.68672488,0.886470256,0.667328571,-0.219141685,2,223066461,R,II,PAX3,Body,opensea,Body-opensea,,,,,,
cg20936226,MYLK,0.223938843,0.02,0.67839196,0.978723404,0.801342022,0.355073239,0.01,0.67839196,0.978723404,0.801342022,0.571779952,0.01,0.67839196,0.978723404,0.801342022,0.818453972,0.03,0.67839196,0.978723404,0.801342022,0.176868384,-0.01835615,-0.01835615,0.944981479,-2.875134434,0.004134936,0.006232226,-3.696763392,0.961398889,0.943042739,-0.01835615,3,123382403,R,II,MYLK,Body,opensea,Body-opensea,,,TRUE,,,
cg01457169,FARP1,0.165829146,0.05,0.738693467,0.893617021,0.808803301,0.306960334,0.02,0.738693467,0.893617021,0.808803301,0.631816095,0.02,0.738693467,0.893617021,0.808803301,0.448412274,0.01,0.738693467,0.893617021,0.808803301,0.310996472,-0.015065115,-0.015065115,0.882410628,-2.884648831,0.004013158,0.006060601,-3.669629991,0.895884596,0.880819481,-0.015065115,13,99091488,R,II,FARP1,Body,opensea,Body-opensea,,,,,,
cg19851574,RPS6KA2,0.232652625,0.03,0.771356784,0.872340426,0.818746544,0.314765316,0.02,0.771356784,0.872340426,0.818746544,0.625271864,0.02,0.771356784,0.872340426,0.818746544,0.579332834,0.01,0.771356784,0.872340426,0.818746544,0.271757725,-0.023804855,-0.023804855,0.90751373,-2.890170253,0.003943991,0.005962692,-3.653843513,0.928804365,0.904999509,-0.023804855,6,167178233,F,I,RPS6KA2,Body,opensea,Body-opensea,,,,,,
cg00623593,DOCK1,0.235165188,0.02,0.929648241,0.70212766,0.800026209,0.304394312,0.01,0.929648241,0.70212766,0.800026209,0.633965123,0.01,0.929648241,0.70212766,0.800026209,0.75526569,0.01,0.929648241,0.70212766,0.800026209,0.174088528,-0.028577861,-0.028577861,0.921465159,-3.261382126,0.001150896,0.001877528,-2.524718772,0.947024684,0.918446823,-0.028577861,10,128767610,F,II,DOCK1,Body,opensea,Body-opensea,,,,,,
cg27520104,PFKP,0.336309206,0.04,0.907035176,0.893617021,0.900276104,0.436865177,0.04,0.907035176,0.893617021,0.900276104,0.48925814,0.04,0.907035176,0.893617021,0.900276104,0.286645996,0.03,0.907035176,0.893617021,0.900276104,0.481262696,0.032384542,0.032384542,0.888009867,5.924734125,4.47E-09,1.38E-08,9.395805583,0.859045715,0.891430257,0.032384542,10,3172590,R,I,PFKP,Body,opensea,Body-opensea,,,,,,
cg03854952,NEO1,0.535175879,0.02,0.871859296,0.914893617,0.892858211,0.535175879,0.02,0.871859296,0.914893617,0.892858211,0.464824121,0.02,0.871859296,0.914893617,0.892858211,0.768844221,0.07,0.871859296,0.914893617,0.892858211,0.253421362,-0.059513485,-0.059513485,0.910516536,-5.90941695,4.89E-09,1.50E-08,9.308654796,0.963744327,0.904230842,-0.059513485,15,73525987,F,II,NEO1,Body,opensea,Body-opensea,,,TRUE,,,
cg20030817,FLOT1,0.208008126,0.01,0.75879397,0.957446809,0.846623474,0.322997969,0.01,0.75879397,0.957446809,0.846623474,0.630294727,0.01,0.75879397,0.957446809,0.846623474,0.947984604,0.04,0.75879397,0.957446809,0.846623474,0.053645889,-0.007588169,-0.007588169,0.971130756,-2.950974502,0.003250898,0.00497442,-3.478037402,0.977917477,0.970329309,-0.007588169,6,30699481,F,II,FLOT1,Body,opensea,Body-opensea,,,,,,
cg19252617,CADM2,0.289586229,0.02,0.816582915,0.914893617,0.862947297,0.381535336,0.02,0.816582915,0.914893617,0.862947297,0.566382831,0.02,0.816582915,0.914893617,0.862947297,0.351010371,0.01,0.816582915,0.914893617,0.862947297,0.338928686,-0.024376929,-0.024376929,0.915571349,-2.969682928,0.003061179,0.004701164,-3.423222789,0.937373636,0.912996707,-0.024376929,3,85079961,R,II,CADM2,Body,opensea,Body-opensea,,,TRUE,,,
cg19763471,CACNA1G,0.214048968,0.03,0.826633166,0.85106383,0.838670618,0.342243131,0.02,0.826633166,0.85106383,0.838670618,0.592830979,0.02,0.826633166,0.85106383,0.838670618,0.553779536,0.01,0.826633166,0.85106383,0.838670618,0.300277986,-0.029959949,-0.029959949,0.913742038,-3.215415004,0.001349563,0.00218014,-2.671767874,0.940537678,0.910577729,-0.029959949,17,48698761,R,II,CACNA1G,Body,opensea,Body-opensea,,TRUE,TRUE,,,
cg11808531,POLE,0.172351117,0.02,0.72361809,0.978723404,0.832056274,0.287715172,0.01,0.72361809,0.978723404,0.832056274,0.655699148,0.01,0.72361809,0.978723404,0.832056274,0.761680744,0.01,0.72361809,0.978723404,0.832056274,0.155805624,-0.006261384,-0.006261384,0.953830511,-2.996211666,0.002809467,0.004338167,-3.344912973,0.95943058,0.953169197,-0.006261384,12,133201891,F,II,POLE,Body,opensea,Body-opensea,,,,,rs5745078,
cg15626873,PPP1R8,0.143376457,0.03,0.859296482,0.787234043,0.821688312,0.282262376,0.01,0.859296482,0.787234043,0.821688312,0.663724705,0.01,0.859296482,0.787234043,0.821688312,0.670159307,0.01,0.859296482,0.787234043,0.821688312,0.200470437,-0.015029962,-0.015029962,0.941567536,-3.228666857,0.00128926,0.002088896,-2.629584262,0.955010064,0.939980102,-0.015029962,1,28171623,R,II,PPP1R8,Body,opensea,Body-opensea,,,,,,rs76533708
cg19519612,ATF3,0.219715599,0.01,0.849246231,0.85106383,0.850154059,0.363412809,0.01,0.849246231,0.85106383,0.850154059,0.566965014,0.01,0.849246231,0.85106383,0.850154059,0.904576072,0.03,0.849246231,0.85106383,0.850154059,0.102400299,-0.011198961,-0.011198961,0.945809327,-3.213637921,0.001357845,0.00219286,-2.677411837,0.955825476,0.944626515,-0.011198961,1,212788600,F,II,ATF3,Body,opensea,Body-opensea,,,,,rs11571543,
cg15082292,ROR1,0.281513953,0.01,0.861809045,0.787234043,0.822835284,0.410563456,0.01,0.861809045,0.787234043,0.822835284,0.508058259,0.01,0.861809045,0.787234043,0.822835284,0.854271357,0.05,0.861809045,0.787234043,0.822835284,0.156981717,-0.03252184,-0.03252184,0.931078251,-3.213159802,0.001360081,0.002196299,-2.678929808,0.9601652,0.92764336,-0.03252184,1,64596822,R,II,ROR1,Body,opensea,Body-opensea,,,TRUE,,,
